name,objra,objdec,C,A,S,nsa_sersic_mass,LogMass,nsa_sersic_ba,nsa_sersic_n,PETRO_TH90,log_age_mean_LW,log_ZH_mean_LW,log_SFR_ssp,log_SFR_Ha,vel_sigma_Re,modelMag_r
manga-11958-1902,207.471665257,4.17796832284,2.868,0.049,-0.05,1.0055924E9,9.002421982408077,0.67602277,2.4685352,8.410674,9.09490871429443,-0.463018655776978,-1.45658798984077,-4.14172696150897,0.537051403469769,17.36425
manga-11958-3701,206.623411123,3.87831352087,3.487,0.09,0.47,9.641396E8,8.984139920957046,0.24440405,2.3922122,12.993234,8.75306987762451,-0.694572329521179,-0.928167303087795,-0.394079711363397,0.472138791678973,15.55414
manga-11958-3702,206.210369015,4.02384321484,3.767,0.067,0.05,1.9556383E10,10.291288534071333,0.36680144,2.8905709,13.706474,9.67632293701172,0.0053682429715991,-1.60000644387777,-2.14117926385765,0.306869050161126,14.02957
manga-11958-3703,206.932679097,3.92787875217,2.892,0.21,0.41,2.476151E9,9.39377712518943,0.2953322,1.1083001,7.4014983,8.92883682250977,-0.571488380432129,-0.237552349569689,-0.255395154682612,0.47659381057167,16.25089
manga-11958-3704,207.34602783,4.25931147069,3.273,0.612,0.68,2.0952012E9,9.321225734153922,0.91925806,2.1372516,26.11738,8.70980358123779,-0.461591511964798,-0.399059873360251,-0.898157315685938,0.402179062533233,16.64953
manga-11958-6101,206.355441033,3.80664055169,4.049,0.044,0.01,3.8646514E10,10.5871103257099,0.48542765,5.2742734,15.965765,9.47066688537598,0.00254509109072387,-1.51427760178915,-1.54764115817107,0.323799767832769,14.19225
manga-11958-6102,206.779743019,3.62232875604,2.498,0.109,0.21,2.1305097E9,9.328483515840807,0.49927723,0.701372,9.373409,8.75232887268066,-0.477651566267014,-0.731089957508047,-0.489068185366562,0.350047771571446,15.88183
manga-11958-6103,207.968466598,3.45490791051,2.796,0.123,0.22,1.3526389E10,10.131181872969865,0.6289606,1.1306717,14.736518,8.84942054748535,-0.424443393945694,0.59523537579138,0.58092722360704,0.546559773308508,14.55235
manga-11958-6104,208.553211261,2.8807806324,2.909,0.224,0.36,4.096572E10,10.612420592279245,0.59459937,1.7330188,12.993234,9.0995922088623,-0.37434709072113,0.0708271772948705,0.754841883899327,0.352472362317116,15.61223
manga-11958-9101,206.89718334,3.05325777065,3.025,0.179,0.27,4.1574607E9,9.618828152574947,0.22928385,1.1149973,5.6823015,8.63425064086914,-0.522929549217224,0.312984470533521,-0.00346769019325974,0.527179249480342,16.7555
manga-11958-9102,207.933291815,4.97600957655,2.883,0.162,0.13,4.7263056E10,10.674521799417121,0.4759037,1.1900599,8.085743,8.8671293258667,-0.46376571059227,0.718313351605791,0.88484182894029,0.531207541321793,15.66708
manga-11960-12701,236.536693556,8.79287950957,2.805,0.165,0.23,3.886305E10,10.5895368813433,0.53439105,1.170454,19.174358,8.80939865112305,-0.574271321296692,0.244289078205009,0.607045233311082,0.374631826238297,14.37364
manga-11960-12702,235.731298699,9.22837476232,3.303,0.303,0.93,1.8224218E10,10.260648901842071,0.15298197,1.1076462,26.966904,8.90573883056641,-0.365661561489105,0.353540117299767,0.0258735342494932,0.476425912410284,15.26766
manga-11960-12703,236.440886833,9.07973362421,3.654,0.186,0.44,3.3949411E10,10.530832243957645,0.22361533,1.5508,28.394207,9.21478652954102,-0.288013249635696,-0.153830222288026,0.126738532483464,0.360962811056964,14.52795
manga-11960-12704,236.141095932,10.2931523872,3.182,0.303,0.82,1.0156335E11,11.0067370173545,0.75657964,3.3681407,30.69683,9.30105018615723,-0.0936191454529762,-0.0150848276356565,0.300144841812547,0.339341651065606,13.56484
manga-11960-12705,236.659864322,8.47482951954,3.315,0.207,0.16,5.1378807E10,10.710784015863918,0.7381913,2.5675707,12.26853,8.97053813934326,-0.226290628314018,0.564487537945839,0.320056516714448,0.348006999652949,15.51105
manga-11960-1901,235.641508109,10.5730492924,2.44,0.107,0.18,8.3439027E9,9.921369231048931,0.6382284,1.1468999,4.745654,8.62521553039551,-0.518610119819641,0.858161432079124,1.0864400183752,0.368660699198955,15.77271
manga-11960-1902,236.9352772,9.01794775184,3.051,0.024,0.16,2.6711919E10,10.42670508911361,0.66300356,3.461569,5.6668515,9.65740013122559,-0.239424869418144,-0.860894828580661,-2.12690451196132,0.23203121011088,15.57842
manga-11960-3701,236.268170922,8.55966065553,2.683,0.157,0.23,5.1532836E9,9.712084043591663,0.4927617,1.8776479,4.28922,8.89822673797607,-0.627876818180084,-0.692174494744262,-0.21259759758345,0.24104593395977,16.64501
manga-11960-3702,237.109618014,9.16453823191,3.576,0.037,0.05,7.4285195E10,10.870902267724466,0.62508106,3.7886267,14.077064,9.54800224304199,0.0371175073087215,-0.212247541011816,-1.54501294324827,0.282924510760252,14.69479
manga-11960-3703,237.079007529,9.11728063202,4.172,0.057,0.1,8.84489E10,10.9466924361502,0.78497815,4.3106723,15.193885,9.78243732452393,-0.0289845541119576,-1.13890271980829,-2.42555896978254,0.316304499472187,14.0278
manga-11960-3704,236.63380073,8.52689796657,3.355,0.06,0.09,5.502157E10,10.740532978503838,0.55411726,4.4087505,8.458944,9.42030334472656,-0.0120944455265999,-0.502444766904341,-1.9277124976213,0.127868582886642,15.58318
manga-11960-6101,236.543122767,8.44593054631,3.531,0.072,0.0,6.197218E10,10.792196773627785,0.8338304,4.9802938,12.993234,9.34818935394287,-0.405952751636505,-0.550818965609568,-3.54554361587442,0.140296864844734,15.56777
manga-11960-6102,236.783417933,8.78827011873,3.776,0.057,-0.01,3.9168393E10,10.592935753688556,0.8352569,4.36244,16.61832,9.4183235168457,-0.0227123536169529,-1.07913988192031,-0.568080746291356,0.266080704558681,14.61111
manga-11960-6103,236.859597491,10.2827048305,4.224,0.046,-0.02,4.120538E10,10.614953923600432,0.5518022,5.819241,17.29755,9.55610847473145,-0.0559608079493046,-0.456825542673289,-2.11358576632166,0.321846648556092,14.50756
manga-11960-6104,237.095073048,10.8191166353,3.853,0.107,-0.03,4.746986E10,10.676417950881682,0.46876505,3.7263644,14.736518,9.67256927490234,-0.127578586339951,-0.565317305824011,0.0830432232313747,0.358366453849977,14.32056
manga-11960-9101,237.277565137,9.02274846272,2.609,0.09,0.02,5.979204E9,9.776643371042315,0.56267554,1.1398958,8.721913,8.82405757904053,-0.161578610539436,0.244001264405572,-0.406816413971292,0.439913050604383,16.25525
manga-11960-9102,237.247939275,8.90992382552,4.396,0.395,0.91,1.3653846E11,11.135255000190817,0.82168293,6.0,19.566565,9.6255407333374,-0.154512912034988,-0.607723418116649,-0.41284664336228,0.127331464126588,14.72227
manga-11962-12701,224.561494414,8.3223705982,3.626,0.656,0.93,1.3780343E11,11.139260027524683,0.73999375,6.0,28.951153,9.4939079284668,-0.273498713970184,0.44631578096074,-0.626009006898951,0.749783361036451,16.50042
manga-11962-12702,225.780368724,7.9656680676,3.71,0.932,0.45,2.7453835E11,11.438603019205246,0.9204086,6.0,31.009161,9.15189361572266,-0.126589015126228,0.557259108513747,-1.77931331750888,0.464694058540013,16.17905
manga-11962-12703,226.594939248,9.05000336802,2.388,0.233,0.59,2.4888302E9,9.395995267955106,0.9009198,1.0727662,18.95615,8.88720893859863,-1.02857804298401,-0.567801116626522,-0.208115797891389,0.345592465419947,15.36242
manga-11962-12704,226.829815628,8.58535919523,2.653,0.168,0.79,5.009167E9,9.699765510820972,0.70611817,3.0459359,28.951153,8.49879741668701,-0.180061459541321,-0.250493843916184,-0.704751869067983,0.136032300246497,16.96876
manga-11962-12705,226.682027428,8.60419482166,3.129,0.297,0.49,6.7367593E9,9.828451030572324,0.35322908,1.5978174,11.57657,8.27563953399658,-0.571366131305695,0.749530940615446,0.364422309899872,0.578219476281125,16.16062
manga-11962-1901,225.228974573,8.58226618656,3.167,0.041,0.08,1.01195194E11,11.005159887317587,0.9702625,5.3599644,11.94487,9.63852691650391,0.133231818675995,-0.888044722172799,-3.14803293983804,0.139409806133041,14.38274
manga-11962-1902,226.492890051,7.72871706004,3.493,0.09,0.12,1.9079545E10,10.280568013641377,0.6594368,5.2276196,7.5441313,9.62246799468994,-0.0570834204554558,-0.796768390817396,,0.162743258010042,16.01222
manga-11962-3701,226.282797597,8.10735412698,3.386,0.076,0.15,1.47989E10,10.170229435551429,0.4862695,6.0,8.523943,8.87268543243408,-0.466539472341537,-0.849837074241557,-1.46341612120743,0.149880446264624,16.12931
manga-11962-3702,225.951071086,8.42978530332,4.191,0.056,-0.12,8.266608E9,9.917327344005745,0.745058,6.0,15.312954,9.3205680847168,-0.269200623035431,-0.684982505132748,-1.47670564299262,0.141680779743331,15.64173
manga-11962-3703,226.50788694,8.78978825929,4.121,0.118,0.1,7.3037275E10,10.863544561424654,0.81305075,4.471941,12.942272,9.73131084442139,0.0118179908022285,-1.20276193418955,-1.41468266765122,0.0970502422610836,14.08898
manga-11962-3704,227.390700936,7.5153134564,3.23,0.038,0.17,5.98386E10,10.776981424104614,0.943092,3.7781708,9.177605,9.39308929443359,0.122616425156593,0.0549504531330168,-1.47868360299361,0.107197317346881,15.63259
manga-11962-6101,226.785618582,7.80271158305,3.731,0.078,0.02,1.1849728E11,11.073708381615758,0.92321384,6.0,13.851916,9.54196834564209,-0.10896884649992,-0.979873783790783,-1.27813334354953,0.161001403285179,16.35037
manga-11962-6102,226.5799,8.1118,3.514,0.142,0.06,1.1132196E10,10.046580844173782,0.4214324,6.0,16.061323,8.64860153198242,-0.550790369510651,0.401680490395883,0.149121654425777,0.356459761229933,15.60255
manga-11962-6103,226.306779109,8.79660873561,4.046,0.228,0.48,7.384725E10,10.868334327243602,0.77456295,4.576283,19.566565,9.63094139099121,-0.172756031155586,-0.638460786020894,-2.40215962475594,0.0772636517445119,14.23629
manga-11962-6104,226.939001462,8.16845684014,3.268,0.123,0.09,5.916617E9,9.772073457029231,0.5783454,2.2205696,8.4790745,8.50634288787842,-0.969138622283936,0.17558536918719,0.263566612615144,0.193525523367882,15.96763
manga-11962-9101,226.476198337,7.43062235465,2.685,0.323,-0.21,1.4529174E9,9.162240924866577,0.46306193,1.1548772,13.00185,8.58128643035889,-0.108324967324734,-0.0260052892183039,-1.03622681787781,0.481675710710196,17.15494
manga-11962-9102,226.991869964,8.2052151136,4.433,0.207,0.03,1.4565702E11,11.163331420469309,0.7365588,6.0,24.384027,9.61491394042969,-0.219884902238846,-0.94774112291598,-0.95306145167284,0.21996033418383,15.17415
manga-11963-12701,233.861957434,8.38813448746,3.366,0.143,0.82,1.0392701E10,10.016728432730497,0.2375911,1.5602841,11.374629,9.11737442016602,-0.621621131896973,-0.435693962417047,-0.608630734889271,0.68600243024081,16.38813
manga-11963-12702,233.135258682,8.76489269292,3.187,0.291,0.34,6.9347725E8,8.841032218312657,0.46521714,1.4132332,16.750353,8.61053943634033,-0.518256425857544,-0.32334083915848,-0.831377680701849,0.69061349268562,16.78237
manga-11963-12703,233.147055907,9.56264243696,2.877,0.449,0.47,1.5769503E9,9.197818006089918,0.32131845,2.254154,22.156595,8.50128269195557,-1.08685111999512,-0.608383767985267,-0.349428065196846,0.25721171444967,16.6968
manga-11963-12704,233.955878179,8.9274756419,2.705,0.419,0.26,4.364751E9,9.639959473148004,0.74133873,1.1555637,10.695449,8.30250644683838,-0.615585327148438,0.33324666311133,0.196155565875064,0.382855218798074,16.35147
manga-11963-12705,233.67885,8.33404,2.956,0.327,0.83,4.2108708E9,9.624371916388714,0.22142552,0.88705295,18.633486,8.71709156036377,-0.405767738819122,-0.0296782280623442,-0.544851296494677,0.364033092496515,15.6344
manga-11963-1901,232.644086848,10.1811410348,2.657,0.139,0.18,1.01239834E9,9.005351424386818,1.0,2.0820172,3.10378,8.71878147125244,-0.488904178142548,-0.582458742595183,-0.494634204173359,0.657112089047738,17.00901
manga-11963-1902,233.015949638,9.44962232408,3.912,0.096,-0.13,2.84707E10,10.454398145137825,0.68325555,4.717914,17.496666,9.64569568634033,-0.032821424305439,-1.49362158330472,-1.77323211016955,0.184421376553367,14.71329
manga-11963-3701,233.188944512,8.25507178126,4.393,0.206,0.14,1.07024515E11,11.029483268430655,0.8610924,6.0,22.41074,9.72396945953369,-0.048915509134531,-1.08934041008309,-1.04096981986548,0.111605003829368,14.14233
manga-11963-3702,233.640246632,8.35082245144,4.465,0.163,0.23,6.775945E10,10.830969872190796,0.8496246,6.0,18.527157,9.72820281982422,-0.127536848187447,-0.715188019599983,-1.55210818744178,0.0575097591004157,14.66021
manga-11963-3703,234.08801326,8.68671896956,3.615,0.041,-0.01,1.048925E11,11.02074443647707,0.7882235,6.0,10.808941,9.58553123474121,-0.0283432770520449,-0.366718412242751,-2.63653871659815,0.0776811432542244,16.23907
manga-11963-3704,233.943200147,7.94184379842,4.379,0.124,0.27,3.737326E10,10.572560982202338,0.7221765,6.0,14.320828,9.66416549682617,-0.0654978007078171,-0.163000742806677,-0.742322129665123,0.218691816755219,14.52241
manga-11963-6101,233.40266786,7.91227283422,3.618,0.056,0.07,9.173223E9,9.962521951285018,0.6825965,4.6942706,8.985889,9.01207542419434,-0.518951654434204,-0.511150203988688,-2.11083533872486,0.168854770287568,16.41947
manga-11963-6102,233.93972,8.86949,2.289,0.185,0.2,1.5910906E9,9.20169490997957,0.6573008,0.5,10.881066,8.80405807495117,-0.674227237701416,-0.568929510028171,-0.359611702265617,0.371548299077027,15.4222
manga-11963-6103,233.065470154,9.46554414698,3.959,0.087,0.14,4.9529807E10,10.694866635694988,0.755725,5.3687463,18.972246,9.80153846740723,-0.196199715137482,-0.909865179347669,-1.6309155279343,0.0561642316437262,14.23542
manga-11963-6104,233.917083509,9.1307402554,3.126,0.055,0.07,1.2589921E11,11.100023004979054,0.8672533,6.0,16.429203,9.58419895172119,-0.257587671279907,-0.564003628139688,-1.15798862005489,0.109233998190913,15.90523
manga-11963-9101,232.699271812,8.49092802414,2.868,0.044,0.07,6.558698E9,9.816817633958431,0.57655543,1.551453,9.177605,8.29778575897217,-0.298216581344604,0.324561214624761,-0.556784408286396,0.348909936434766,
manga-11963-9102,234.082183838,9.34421253204,2.771,0.158,0.21,1.3262376E10,10.122621336380274,0.5785362,1.242795,10.695853,8.90258693695068,-0.512162923812866,0.154494458071647,0.327589414257257,0.507562852426567,15.36045
manga-11965-12701,230.633760954,7.5999505594,3.405,0.111,0.03,1.7059323E10,10.231961792177447,0.48303917,3.2619464,11.133017,9.19059658050537,-0.476945340633392,-0.697478756549078,-2.59977466575332,0.479138694263893,15.76139
manga-11965-12702,230.375950138,8.01221336,3.667,0.258,-0.25,2.5694682E9,9.409843247181735,0.55175,2.6398175,22.749052,8.61117649078369,-0.33462655544281,-0.186401159076459,-3.97702472394553,0.334533797384794,16.98983
manga-11965-12703,232.063752451,8.59604793345,3.039,0.297,0.18,4.819322E9,9.682985944386147,0.7233688,1.5609256,12.464323,8.57710647583008,-0.893611490726471,0.100590450558297,0.0517840873680252,0.728295555436987,16.30229
manga-11965-12704,230.305163029,8.19553840239,3.342,0.205,0.25,4.1762206E10,10.620783431285467,0.9422424,6.0,23.5445,9.46611976623535,-0.220740929245949,-0.399938810273785,-2.13207494502774,0.223392966898271,16.14289
manga-11965-12705,232.228951575,7.74531876963,4.165,0.216,0.56,8.759011E10,10.942455071751349,0.5970445,6.0,26.875488,9.2967700958252,-0.0987317115068436,0.204349549006957,-0.0653676006984763,0.146592396972912,14.49804
manga-11965-1901,230.929263836,8.45804964778,2.631,0.182,0.46,4.9929974E9,9.698361339905311,0.38164932,6.0,3.4387972,9.08805561065674,-0.189622804522514,-0.936519588621681,-2.23065968026794,0.210737415681771,15.98896
manga-11965-1902,231.78290641,8.65296363795,2.549,0.089,-0.03,1.4380047E9,9.15776030550495,0.8920114,1.0510558,5.2029705,8.7916898727417,-0.386246591806412,-0.400621463180942,-0.574476516387197,0.218874452058818,17.21552
manga-11965-3701,230.449123167,7.52285682934,3.35,0.097,0.11,2.180873E10,10.33863037580102,0.9364176,5.5947795,7.630973,9.39156246185303,-0.27192011475563,-0.695831505874791,-1.61299658132992,0.130074228150746,15.89297
manga-11965-3702,230.943881691,8.64809118719,3.828,0.083,0.23,1.0612939E10,10.02583566804205,0.78697085,5.763635,13.209347,9.5966911315918,-0.027666125446558,-0.960607950328442,-4.04635697136991,0.17557043988625,15.6054
manga-11965-3703,231.05241394,8.54480266571,4.24,0.131,0.0,3.6151456E10,10.558125793194364,0.76622146,6.0,23.159933,9.297776222229,-0.498370140790939,0.183859363976744,0.865911899603834,0.169502812011752,14.82396
manga-11965-3704,230.490159756,7.51289857468,3.588,0.135,0.14,9.774158E9,9.990079355151895,0.9789846,6.0,8.754437,9.02489852905273,-0.29950350522995,-0.614671723210689,-3.61287100708825,0.0828672769727683,16.50575
manga-11965-6101,230.722585278,7.35198295608,4.238,0.279,0.58,2.0183802E11,11.305002977168199,0.95730644,6.0,19.395079,9.69367408752441,-0.0477817580103874,-1.05704345501,-2.38084308924493,0.0847147273742728,14.52422
manga-11965-6102,230.749368142,8.7553894381,3.904,0.056,0.07,2.7342336E10,10.436835615885458,0.6456139,3.5573912,19.064943,9.63534641265869,0.0747023522853851,-1.64438513240113,-1.80957534533904,0.20981989192343,14.29709
manga-11965-6103,230.345362644,8.78470199333,3.019,0.075,0.14,1.9565492E9,9.291490773279302,0.37223232,1.6073904,6.951218,8.87403964996338,-0.352644354104996,-0.482961611807133,-4.80165758765733,0.53549844863806,17.27341
manga-11965-6104,230.833858516,8.61803210156,3.718,0.045,0.09,3.991433E10,10.601128843622227,0.51647216,4.488765,15.426864,9.71334457397461,0.00278274645097554,-1.54466871023912,-3.27707713371589,0.368689992130654,14.49177
manga-11965-9101,229.973072586,8.09927165457,4.01,0.072,0.06,4.3787952E10,10.641354633342424,0.58460116,3.7229013,18.527157,9.61576461791992,-0.0661075636744499,-0.622004801683145,-2.16222158245477,0.339086015260979,14.16738
manga-11965-9102,231.592485223,9.3964322678,3.362,0.277,0.27,2.717355E10,10.434146379113445,0.42726663,2.0033915,18.740425,9.18202209472656,-0.320785373449326,-0.0226808673373452,0.144978554160742,0.372848607929565,14.29728
manga-11967-12701,230.473598228,9.19328254495,3.108,0.59,1.38,2.2939195E9,9.36057817323429,0.19299245,0.9277069,16.928093,8.51420402526855,-0.994175434112549,-0.526171384897285,-0.539869532066365,0.481352983696981,16.99276
manga-11967-12702,231.574570438,9.71095037677,2.948,0.101,0.25,5.692041E9,9.755268019664115,0.3995654,1.4778112,10.923637,8.56017875671387,-0.388336271047592,0.370295373900041,-0.0647277916351201,0.554474464002582,16.5397
manga-11967-12703,230.770942131,11.244927153,3.091,0.214,0.59,1.2175582E11,11.085489729915201,0.93602806,3.0816884,23.399702,9.33884906768799,-0.126961722970009,0.445370289019034,0.542176937649249,0.340689076699267,14.21478
manga-11967-12704,231.169861037,9.96932458816,3.043,0.184,0.12,5.528223E10,10.742585553489892,0.48204005,3.7146385,11.03955,8.94303035736084,-0.425969332456589,0.239654851981302,0.0719969241294466,0.499513431797398,16.15587
manga-11967-12705,231.932148597,9.71157282694,3.057,0.164,0.2,6.329592E9,9.80137571667465,0.2667079,1.0461129,13.102943,8.54367351531982,-0.557822108268738,0.147966021170477,-0.209357287310047,0.614554762131011,16.40886
manga-11967-1901,231.947616872,9.62493411211,3.426,0.138,0.29,1.2334868E10,10.091134506304202,0.3915121,5.990107,10.217217,9.21014213562012,-0.2269366979599,0.257096507697025,0.248883177558724,0.417967161070296,15.00599
manga-11967-1902,231.59352428,8.98735265832,3.738,0.024,0.18,3.897253E10,10.590758600028613,0.82657963,4.426353,12.061677,9.78472709655762,-0.0778381377458572,-1.1587263615104,-2.58627482225651,0.237749427428155,14.28758
manga-11967-3701,230.913306594,8.75908730602,3.652,0.058,0.09,3.9149527E10,10.592726519330594,0.8487403,4.49176,11.654552,9.63666725158691,-0.00556838046759367,-1.41571291148534,-2.08996253005905,0.0408849131299325,14.44575
manga-11967-3702,231.126031934,11.0976855053,3.22,0.171,0.23,1.7438773E10,10.241515924514228,0.8883296,6.0,6.035047,9.056809425354,-0.291743189096451,-0.127558301528044,-2.25579877791614,0.135648082720898,15.93979
manga-11967-3703,231.234834085,10.1183552534,3.245,0.062,0.14,2.7262726E10,10.435569278775517,0.3759334,5.083634,7.5895367,9.39252471923828,-0.122887775301933,-0.783899645026274,-1.01981232692293,0.379709515626068,15.56256
manga-11967-3704,231.787579241,9.07595495103,3.124,0.11,0.26,1.0169756E10,10.00731053314646,0.35518822,3.2192883,5.953613,8.90388011932373,-0.390306532382965,-0.263232763068324,-0.657399332854116,0.476903620653006,16.16806
manga-11967-6101,231.452117434,8.9798332344,3.096,0.128,0.0,2.0805052E9,9.318168805602882,0.8055528,1.7651749,9.829379,8.60695266723633,-0.976271629333496,-0.559417108460768,0.219404621115403,0.500062915163225,17.36247
manga-11967-6102,230.524748438,9.11193848743,2.199,0.531,0.76,2.1979182E9,9.342011525235023,0.7981108,0.8164132,7.470318,8.57418251037598,-0.705155432224274,-1.04787864392293,-0.987432518880297,0.672854338247509,16.99487
manga-11967-6103,230.818552761,10.5929827869,4.101,0.196,0.39,2.205391E11,11.343485597925655,0.6206349,6.0,19.937094,9.21976470947266,-0.105502560734749,0.826067344093189,-2.29090446768486,0.200476784412141,16.23097
manga-11967-6104,231.562265557,9.88544435622,3.967,0.597,0.25,1.764346E11,11.246583757187924,0.8440976,6.0,16.662182,9.34459972381592,-0.267616719007492,0.580944644116642,0.549618555439562,0.127923813555731,16.38901
manga-11967-9101,230.896871828,9.34617063381,4.326,0.071,0.02,1.0361312E11,11.01541475138254,0.80229765,5.2618675,22.549417,9.80158042907715,-0.114725545048714,-0.781205340470481,-2.01676645618187,0.137401840280249,13.56196
manga-11967-9102,232.146212285,10.1810146777,3.054,0.193,0.37,1.0449028E9,9.01907589294756,0.7137079,1.9384886,18.713593,8.57746601104736,-0.716658413410187,-0.78981823739303,-0.897493927320257,0.813213258642193,16.6828
manga-11968-12701,227.973696662,7.6900404022,3.059,0.11,0.05,8.4535286E9,9.927038026302698,0.4181159,2.41867,6.4655952,9.08149814605713,-0.510638117790222,-0.93299842286136,-1.84248076293491,0.759725607068035,16.30306
manga-11968-12702,228.097473109,7.49689975379,3.276,0.142,0.59,2.075634E10,10.317150776058083,0.1667439,1.3506988,11.394722,9.25440216064453,-0.21032689511776,-0.391012913207143,-2.41006689115979,0.490508882346803,15.7983
manga-11968-12703,229.932803056,7.75435882629,3.655,0.154,-0.15,2.7401562E9,9.437775320070223,0.58330166,4.096876,29.307722,8.91037845611572,-0.324618756771088,-0.345739306131839,-3.37443403821759,0.569625137019809,17.16956
manga-11968-12704,229.764139726,8.13876621113,4.038,0.153,0.33,5.786288E10,10.762400045920678,0.5800861,3.8936932,28.86037,9.16202640533447,-0.188654169440269,-0.155127594542878,-0.886589193444828,0.35002013573368,13.90836
manga-11968-12705,229.771347409,7.81622375351,3.091,0.09,0.1,1.0120168E10,10.005187722075654,0.68449795,3.6753967,6.720215,8.55968189239502,-0.433431416749954,-0.548318992753623,-2.54894359573341,0.252615648110407,16.2181
manga-11968-1901,227.988209062,7.77268906251,2.928,0.059,0.18,8.276417E9,9.917842364090914,0.48140746,3.0616558,4.839483,9.32646369934082,-0.328532665967941,-1.02050740108746,-2.28703675617054,0.190443781248933,16.36473
manga-11968-1902,228.423954249,7.35506601632,2.809,0.117,0.13,1.4036023E10,10.14724407119661,0.68228394,2.9714503,4.6336956,9.51171875,-0.131280153989792,-1.0983356956966,-2.55768367540522,0.291908395350283,15.95103
manga-11968-3701,228.135386481,7.55728238544,2.985,0.06,0.04,1.6974184E10,10.22978890561438,0.55106056,3.489804,6.341927,9.38800621032715,-0.193502575159073,-1.00672430817277,-2.50017863929875,0.338278966212962,15.9939
manga-11968-3702,227.537958275,8.39103356574,3.466,0.087,0.16,6.612738E10,10.820381316079402,0.7399998,4.7276006,9.112251,9.61089611053467,-0.0495337247848511,-0.505520476079888,-1.12390972526242,0.236797191106337,15.58273
manga-11968-3703,228.987383034,9.11407438048,2.733,0.073,0.01,8.2733394E9,9.917680840902221,0.8108846,1.5632848,5.5400043,9.16202640533447,-0.188654169440269,0.0687261447391706,-0.0057924038139126,0.48569127797542,16.31638
manga-11968-3704,228.262346708,7.47493450741,3.166,0.083,0.22,1.2859314E10,10.109217801095115,0.17276627,2.163165,6.720215,9.10072612762451,-0.246373951435089,-0.663308473402922,-2.59441415111836,0.336037370318208,16.06903
manga-11968-6101,228.147352613,8.69624364932,3.419,0.307,0.33,6.752157E10,10.829442531876033,0.7287852,6.0,10.145617,9.38190364837646,-0.366581946611404,-0.777348641212593,-1.06167059712849,0.237949572273355,15.83124
manga-11968-6102,228.263349254,7.32573430089,3.146,0.059,0.17,1.61056E10,10.206976908717046,0.41113174,3.378636,8.214783,8.9966459274292,-0.332816421985626,-0.885051665291946,-1.55159522271466,0.339036803303412,15.83848
manga-11968-6103,229.036747072,8.75888209008,2.771,0.133,0.22,1.6366687E9,9.21396077695416,0.39561683,1.5176092,3.7288105,8.90584468841553,-0.394854307174683,-0.448667969377676,-0.971097530870714,0.28070472248428,17.17037
manga-11968-6104,230.015751166,7.47939525326,3.27,0.099,0.22,1.5004187E10,10.176212468206092,0.81700665,4.7600536,7.155531,9.23459434509277,-0.281146079301834,-0.42360659811815,-3.12946384395683,0.221702961522901,16.1781
manga-11968-9101,227.338871574,7.10870274049,3.289,0.106,0.29,3.3313108E9,9.522615152783716,0.37032658,1.9326915,9.986246,8.55358791351318,-0.556255996227264,-0.116990513250726,-0.247736074660438,0.527080587121276,16.46165
manga-11968-9102,229.23873,8.8896,2.547,0.442,0.75,2.0513196E10,10.312033329653177,0.33403662,1.8441956,15.784071,8.91684818267822,-0.432656079530716,0.582662480865914,0.461675658268583,0.262381796705567,15.70456
manga-11969-12701,226.04908326,7.45643717871,3.877,0.179,0.06,1.17059944E11,11.068408312017212,0.817153,3.3950734,21.746956,9.44871711730957,-0.156506776809692,0.714474907982582,0.819597222122926,0.311606708633951,13.90091
manga-11969-12702,227.576719279,7.70544655965,3.873,0.153,0.14,9.196774E10,10.963635514335353,0.6573027,3.6745083,24.244883,9.23365592956543,-0.14854784309864,0.806882553290543,0.583260629170869,0.420160684126594,13.75364
manga-11969-12703,228.098455792,7.3078600547,3.897,0.206,0.18,6.2353785E10,10.794862821162146,0.6411553,3.015483,20.430016,9.62828636169434,-0.0660934746265411,-0.733114841906427,-0.716688997169402,0.437815515728065,14.40543
manga-11969-12704,228.117247519,7.97388624279,4.289,0.396,0.83,2.0649607E11,11.314911790648326,0.7508005,5.26265,25.0427,9.50125408172607,-0.153489917516708,-0.513641416736104,-2.71908114154525,0.0901800985293386,16.90421
manga-11969-12705,228.453436547,7.15403679995,2.902,0.11,-0.11,3.9517765E9,9.596792374285657,0.22078727,0.7820092,15.393984,8.37326049804688,-0.630869805812836,0.249131649320259,-0.307526904550096,0.845631308895571,16.68165
manga-11969-1901,226.405423686,8.63504043421,3.192,0.079,0.07,1.292164E10,10.111317637323916,0.97427857,4.42024,6.793319,9.3851842880249,-0.316404670476913,-0.497862500537503,-1.10091177426287,0.134146103953622,16.23783
manga-11969-1902,228.114913797,7.51264144022,3.312,0.143,0.05,1.868221E10,10.271428249519014,0.82369065,6.0,5.8600917,9.61339950561523,-0.0806832984089851,-1.04597793188168,-3.34270876275573,0.120930490986244,16.11147
manga-11969-3701,228.383137065,7.52130454562,3.2,0.079,0.06,1.8945671E10,10.27750999131789,0.40402356,3.650867,6.210364,9.50099849700928,-0.174069806933403,-0.979050782934548,-2.92009035122689,0.3396789416567,15.85335
manga-11969-3702,228.400825885,8.08577741305,3.953,0.08,0.03,3.738907E10,10.572744662830303,0.606304,4.8916545,14.077064,9.38764476776123,-0.0899074748158455,-0.147237808520052,-0.32673645332574,0.374750386567262,14.24057
