name,objra,objdec,C,A,S,nsa_sersic_mass,LogMass,nsa_sersic_ba,nsa_sersic_n,PETRO_TH90,log_age_mean_LW,log_ZH_mean_LW,log_SFR_ssp,log_SFR_Ha,vel_sigma_Re,modelMag_r
manga-9506-3704,134.644736684,26.2117512393,3.928,0.1,0.05,1.50567E11,11.17772979730731,0.591092,6.0,17.1007,9.52891159057617,0.0864790603518486,-0.0717433823158515,-2.29406129313885,0.0564389956040263,15.19736
manga-9506-6101,133.02194,27.6642,-999.0,-999.0,-999.0,6.95386E8,8.842225942913316,0.636868,0.604725,12.012248,8.30961799621582,-0.757938027381897,-0.268751921564306,-0.716062714440305,0.452253240718655,16.45981
manga-9506-6102,133.759843218,26.6753462682,2.28,0.222,0.37,5.361E9,9.729245807225306,0.691694,0.560628,9.933681,8.86781692504883,-0.46072581410408,-0.111201107667467,0.173769636165767,0.667909786276345,15.22378
manga-9506-6103,132.787320153,27.3559029707,4.142,0.202,0.15,2.4811E11,11.394644268735318,0.702214,6.0,20.30366,9.66677856445312,-0.0925461500883102,-0.379245431080165,-1.27373571119409,0.102532242104034,15.56357
manga-9506-6104,135.033071449,27.9090351187,2.934,0.093,0.02,1.99248E10,10.299393970754107,0.758613,6.0,12.471985,8.82771396636963,-0.449419349431992,-0.22968709585828,-1.89441877416625,0.108711336445262,16.06624
manga-9506-9101,133.58893998,27.1672261424,3.211,0.288,0.42,1.18873E11,11.075083223141933,0.736931,3.469,17.496666,8.94084072113037,-0.321462988853455,0.610372957612782,0.681019539014905,0.311958160242398,15.20896
manga-9506-9102,135.090246354,27.9802657334,3.098,0.103,0.18,6.24103E9,9.795256270195551,0.294994,1.28426,15.164274,8.53653335571289,-0.588876783847809,-0.142128710016691,-0.24329639142862,0.612027718559981,15.39893
manga-9507-12701,128.250742039,26.0140506945,3.373,0.19,0.69,5.37095E9,9.7300511093993,0.225005,1.27196,41.275604,8.48509502410889,-0.686470687389374,-0.234603474274331,-0.226335161191377,0.610238295391297,14.70128
manga-9507-12702,128.494561948,26.1067972709,3.086,0.213,0.33,3.40615E10,10.532263769503816,0.8489,2.52836,13.420155,8.67829322814941,-0.368965834379196,0.631521228074566,0.158859683078349,0.477514841466599,15.27228
manga-9507-12703,128.622022349,27.4298486443,3.333,0.133,-0.07,2.10678E11,11.32361918687793,0.887766,6.0,14.602609,8.96515464782715,-0.339599102735519,0.249579217247304,-0.0978281409895676,0.375441370282982,16.0755
manga-9507-12704,129.600036621,25.7545013428,3.161,0.326,0.32,1.64253E10,10.215513310478682,0.81318,1.84705,22.272913,8.84596538543701,-0.305674046278,0.697365739675936,0.265242117496714,0.211668881890029,13.80193
manga-9507-12705,129.520694425,25.3295052986,3.773,0.385,0.77,1.75491E10,10.244254848718866,0.568691,2.02903,22.123537,9.18338871002197,-0.141175299882889,-0.222469903461452,-0.251137330961933,0.431033729338983,14.28273
manga-9507-1901,129.46447852,26.5988504664,3.638,0.08,0.11,1.62826E11,11.211723754084863,0.640311,6.0,11.133017,9.53690814971924,-0.00473330914974213,-0.531484994563752,-1.98624641025517,0.16785220570309,15.08271
manga-9507-1902,129.57909051,25.0423547869,2.883,0.094,0.18,2.29358E10,10.36051389291039,0.572126,6.0,4.871721,9.49222755432129,-0.241532027721405,-1.0107884932933,-2.38082916007308,0.206877524689838,15.80241
manga-9507-3701,128.222091679,25.6059480444,3.017,0.093,0.08,8.16752E10,10.912090206615979,0.603989,3.04882,6.342862,9.51020431518555,-0.128200143575668,-0.628381275144908,0.0856422671997129,0.375713009392595,15.57126
manga-9507-3702,128.217219469,27.0250925663,3.733,0.205,0.03,1.53683E11,11.186625829669417,0.942731,6.0,11.03955,9.25224494934082,-0.214418083429337,0.419569389480513,-2.77667799055453,0.184274851059724,16.3954
manga-9507-3703,129.265423395,26.6719829568,2.859,0.09,0.01,2.93463E9,9.467553352913187,0.712569,1.6738,7.792477,8.51182556152344,-0.632657587528229,0.16642977535431,0.198288446086817,0.373003022128463,17.27565
manga-9507-3704,128.951372142,25.5753144376,2.428,0.084,0.0,4.25023E9,9.628412432409862,0.606884,0.875804,5.985117,8.56178379058838,-0.571867525577545,0.40304695333475,0.242537999982934,0.41206065961331,16.27509
manga-9507-6101,128.508442469,26.1490920644,3.754,0.046,0.14,4.3477E10,10.638259569259807,0.933857,6.0,11.654552,9.47677326202393,-0.177092373371124,-0.582055588290404,-1.2365002167592,0.0784156335982188,15.58563
manga-9507-6102,128.734304484,26.3823899521,2.609,0.189,0.06,6.81589E8,8.833522572841611,0.825304,1.00894,10.752045,8.51748275756836,-0.905023038387299,-0.86248762285896,-1.12987805658312,0.72112672595387,16.47233
manga-9507-6103,129.032564433,26.8120653333,3.334,0.097,0.11,9.01811E10,10.955115528387013,0.650024,6.0,11.521922,9.32958602905273,-0.15919691324234,0.184590005113032,-1.9261096604089,0.102592423227346,15.56843
manga-9507-6104,129.590071224,26.8425060544,-999.0,-999.0,-999.0,-9999.0,,-9999.0,-9999.0,,,,,,,17.60398
manga-9507-9101,128.633013857,27.0535922562,3.995,0.302,0.32,2.10084E11,11.322392977792385,0.914736,6.0,29.452482,9.49947547912598,-0.0643969550728798,0.236108090247034,-1.1662998537053,0.330287255148522,15.22764
manga-9507-9102,128.753560042,26.0573359726,3.621,0.062,0.2,3.18812E10,10.503534659762034,0.514303,6.0,9.32407,9.0285816192627,-0.41963204741478,-0.418891161191387,-0.737601790810579,0.322899643030026,15.80397
manga-9508-12701,126.514500226,25.5945851751,3.055,0.18,0.46,1.08234E11,11.034363708948804,0.555555,1.98519,21.923954,9.13001728057861,-0.303920477628708,0.504862976787218,0.965796764834074,0.54602736166865,15.06371
manga-9508-12702,125.740492461,25.7387335493,3.34,0.201,0.18,4.22037E10,10.625350527244683,0.300966,4.23633,18.739605,9.11721229553223,-0.104516342282295,0.253662259374445,-0.0830879019351728,0.393369806914645,13.75067
manga-9508-12703,127.374084016,26.5499609357,4.028,0.123,0.16,1.12196E11,11.049977373774919,0.721039,4.95032,22.89637,9.65161323547363,-0.0595432445406914,-0.628752318562827,-1.90149781324274,0.174282848603776,14.59294
manga-9508-12704,127.105953892,26.3973701601,3.501,0.379,0.56,8.61965E10,10.935489631700042,0.421714,3.34037,14.993075,8.65415096282959,-0.651278495788574,0.947110955691677,1.09975433377902,0.421920075313075,15.49986
manga-9508-12705,127.273132937,25.7726268856,3.487,0.155,0.18,2.40442E10,10.381010331779324,0.291919,3.80747,25.09182,8.93196392059326,-0.356856465339661,0.277528580551407,0.00765081682982283,0.464314618620782,14.5943
manga-9508-1901,126.081201703,25.6744725593,2.604,0.224,0.05,3.43682E9,9.536156786995,0.92684,1.17597,5.6208315,8.83441829681396,-0.229891538619995,0.19176498693525,0.304396581998145,0.284310739505536,15.39678
manga-9508-1902,126.198239115,25.2250808912,2.824,0.131,0.19,5.17004E9,9.71349390319299,0.193881,5.98628,4.330838,8.62349033355713,-0.569910883903503,-0.155888057909338,-0.344667279680491,0.486998105841563,16.38532
manga-9508-3701,124.954227118,25.5401791353,3.121,0.078,-0.02,1.25863E9,9.099898079134954,0.867016,1.517,13.370387,8.62934494018555,-0.826280474662781,-0.779526539353123,-1.06359887349514,0.657853164724195,16.72285
manga-9508-3702,125.71897655,25.5584090602,4.137,0.134,0.13,1.318E10,10.119915410257992,0.870457,5.57441,11.521922,9.4767017364502,-0.29068797826767,-0.966310918863198,-1.5440496977407,0.058368283113098,15.00748
manga-9508-3703,126.310386877,25.0161048395,2.828,0.161,0.1,3.08074E9,9.488655047447102,0.71726,1.3233,12.772066,8.53553581237793,-0.662347495555878,-0.0735061594448217,0.0348589454946769,0.48126629187403,15.39576
manga-9508-3704,127.107818258,25.0146350066,3.422,0.175,0.23,2.55014E10,10.406564023398063,0.684668,1.98432,16.242235,9.27893733978271,0.0175887066870928,-0.0296550601967115,-0.168519160132554,0.365475143241635,14.17752
manga-9508-6101,127.13101957,26.3486816944,2.854,0.257,0.09,1.82994E10,10.262436850333655,0.797854,2.14233,9.177605,7.87807416915894,-0.881005764007568,0.798936822333801,1.31462044165589,0.366501303194307,15.54952
manga-9508-6102,127.036813758,26.0949911446,3.598,0.076,0.0,1.18927E10,10.075280463700603,0.691324,3.27,15.784071,9.59428787231445,-0.237388491630554,-2.37095865989383,-2.59200141066033,0.0965646913038153,14.59994
manga-9508-6103,127.343679631,26.6568868313,3.397,0.109,0.12,2.31734E10,10.364989758127901,0.269654,6.0,11.637828,8.76441192626953,-0.229885518550873,0.862198543637896,0.515047327748624,0.427177529105745,15.53371
manga-9508-6104,127.553016498,26.6273229458,3.753,0.084,0.14,3.32614E10,10.5219405250843,0.413406,4.98266,12.130901,8.71188735961914,-0.501801192760468,0.775825966442563,0.858818798110656,0.264773035363327,15.54284
manga-9508-9101,124.799502889,25.5317113858,3.155,0.059,0.1,8.03815E8,8.905156106305437,0.343917,1.29334,14.993075,8.51114845275879,-0.268979966640472,-0.398364582152493,-0.963087079583578,0.454979163254873,16.36231
manga-9508-9102,126.278362587,25.9007850514,3.643,0.198,0.28,1.32645E11,11.122690884070813,0.326086,2.32602,15.426864,9.33461952209473,-0.320732086896896,0.271145574492852,0.386064503629152,0.510861533601148,14.86152
manga-9509-12701,123.265370207,24.5669929863,3.708,0.237,0.41,2.8496E9,9.454783902119168,0.19633,2.094,20.906935,8.7486515045166,-0.910802006721497,-0.119361090559297,-0.358876753556963,0.40995770768907,15.63026
manga-9509-12702,123.702325819,25.9219363887,3.288,0.242,0.67,8.82922E8,8.945922338384078,0.276579,1.10348,19.012241,8.50642108917236,-0.775852680206299,-0.591871410502242,-0.604305199185557,0.641793497022405,16.42313
manga-9509-12703,124.105674011,25.9913476859,4.126,0.16,0.5,1.18311E11,11.073025125162262,0.728145,5.26834,24.664717,9.47298622131348,-0.114864267408848,-0.350764238367901,-0.149004306368743,0.374387493730734,14.00916
manga-9509-12704,123.927344598,25.9653756651,3.002,0.145,1.13,5.17419E9,9.713842372280896,0.858608,1.92507,26.875488,8.52929878234863,-0.275964617729187,-0.00133652562783017,-0.482987531449734,0.785773207203024,16.83706
manga-9509-12705,124.032229661,25.0064130669,3.65,0.057,0.05,1.3219E11,11.12119860258469,0.801863,5.70693,13.420155,9.11292171478271,-0.378944158554077,0.312012969561567,-0.186965649944532,0.149537505128101,15.80958
manga-9509-1901,122.38422516,26.2834157119,2.316,0.098,0.06,4.30155E9,9.633624975382235,0.724581,0.784423,6.0806336,8.66723728179932,-0.402266651391983,0.352482808299498,0.287061369194639,0.466702909405596,15.3883
manga-9509-1902,123.822139282,25.6970825601,2.856,0.13,0.2,6.99695E9,9.844908770467567,0.794705,2.40368,4.208272,9.11428737640381,-0.258813560009003,-0.494714650333839,-1.35575271747568,0.318935918274833,16.3512
manga-9509-3701,122.070642314,25.425819657,3.482,0.072,0.07,8.09079E9,9.907990929015245,0.925461,3.47679,9.48469,9.71775150299072,-0.30189448595047,-2.20394452362062,-3.74590336958674,0.136125698436251,14.97104
manga-9509-3702,122.439749732,25.8803086487,2.48,0.444,0.42,1.87437E9,9.27285532459727,0.641048,0.928261,11.788711,8.53786659240723,-0.506964147090912,0.244167068193996,0.490176939348054,0.676879215602747,15.53821
manga-9509-3703,124.523826762,26.6690321661,3.163,0.342,0.21,2.62335E9,9.418856236807779,0.321928,2.43873,6.5283313,8.80758762359619,-0.63899827003479,-0.793917480248697,-3.26457803400548,0.783681221965496,17.62205
manga-9509-3704,122.735620823,25.6847130209,4.287,0.077,-0.01,1.84954E10,10.26706372823937,0.612884,6.0,14.736518,9.72965145111084,-0.0223877634853125,-1.03541937241977,-1.76416752000757,0.205849461094212,14.47511
manga-9509-6101,123.45754,26.2547,3.011,0.177,0.45,7.7046E8,8.886750096357211,0.206448,0.551087,15.152171,8.29164791107178,-0.844476938247681,-0.370021260242943,-0.729252469158259,0.503639501188193,16.80305
manga-9509-6102,123.768534131,25.6086845695,3.879,0.07,-0.19,1.64278E10,10.215579406902268,0.912677,4.32878,18.739605,9.69035339355469,-0.2715183198452,-2.06957654922395,-3.69915863373665,0.084314198631696,14.12095
manga-9509-6103,123.064470015,26.2025710932,2.705,0.121,0.1,7.945E9,9.900093901543398,0.864962,1.18316,12.130901,8.74415969848633,-0.269724994897842,0.361272521220742,0.194643141438949,0.455181783572916,14.87749
manga-9509-6104,123.87203821,26.1509812019,2.778,0.266,0.24,5.17896E9,9.714242556732055,0.580436,0.993961,11.856368,8.65966129302979,-0.646862328052521,0.100205227278654,-0.0278647986958798,0.550256235049036,14.89861
manga-9509-9101,123.07142398,26.3070124946,3.428,0.125,0.16,1.42305E11,11.153220159636364,0.679011,4.42154,11.521922,8.92122459411621,-0.196028590202332,0.899496388718981,0.178037976523821,0.367392465907989,15.69884
manga-9509-9102,123.884699534,25.8111326166,2.729,0.225,0.29,6.5579E9,9.81676478992113,0.347208,1.0127,9.467991,8.10776519775391,-0.883315145969391,0.610149630252232,0.0619556911262838,0.683899693096954,16.24563
manga-9510-12701,125.87444,27.13638,2.666,0.226,0.36,6.51146E9,9.813678377024821,0.620309,0.83829,22.250505,8.75029850006104,-0.644819140434265,0.0398267129742234,4.55022772576045E-4,0.636374675878981,14.69286
manga-9510-12702,125.70373,27.71532,3.085,0.279,0.29,8.06165E8,8.90642393914471,0.236521,0.637369,20.655245,8.52713871002197,-0.882443070411682,-0.273588671828587,-0.581783274442146,0.545774366565588,16.03531
manga-9510-12703,128.026434789,29.2362513135,3.663,0.104,0.11,7.8867E10,10.896895321132536,0.420987,4.70167,12.66324,8.9320764541626,-0.540016949176788,0.595531300443581,0.708346144559888,0.41831516357758,15.40054
manga-9510-12704,127.002752419,28.2681725072,4.548,0.938,2.06,1.52986E11,11.18465168963499,0.26938,6.0,50.43646,9.39135932922363,-0.260430544614792,-0.0185334339848692,-0.87088513208581,0.215492827080107,16.49527
manga-9510-12705,127.027493024,26.9118288966,4.422,0.216,0.54,2.14213E11,11.330845823437697,0.687854,6.0,49.974392,9.45560169219971,-0.288968354463577,0.346055538762652,-2.23970361114683,0.143250162602479,15.23051
manga-9510-1901,126.778482539,27.7717629614,2.941,0.061,0.0,2.2359E8,8.349452375949912,0.633411,1.96307,4.862905,8.46049022674561,-0.59689861536026,-0.730746316705256,-1.45611210037508,0.380599303715224,17.68966
manga-9510-1902,127.70928353,28.5768407272,3.334,0.079,0.05,5.62125E10,10.749832900576,0.682058,5.04076,6.3177648,9.44650459289551,-0.205409958958626,-1.15019634334114,-2.62645302584862,0.0923625446006898,15.34281
manga-9510-3701,126.587726525,26.7067659933,2.95,0.113,0.19,7.20107E9,9.857397032621495,0.337914,2.3306,5.442715,8.89004039764404,-0.625074803829193,-0.398637845562544,-1.60258505405861,0.443193316231579,16.41787
manga-9510-3702,127.019573204,28.5503339298,2.488,0.209,0.15,1.01587E10,10.006838135216649,0.706761,0.80184,9.674976,8.65533638000488,-0.26345419883728,0.585132841145492,0.250188199596961,0.503663799332191,16.21755
manga-9510-3703,127.592566376,28.0919315128,2.956,0.051,0.03,5.05318E9,9.70356476857554,0.686931,4.20685,6.5283313,8.91234683990479,-0.641952335834503,-1.00204245933279,0.408616430340185,0.41167365230969,16.93857
manga-9510-3704,126.384623178,27.6087093682,3.343,0.05,-0.08,1.40781E9,9.148544045772326,0.986137,3.57683,11.856368,9.11871910095215,-0.230173110961914,-0.834344031306244,-0.677434303492425,0.350739085151709,15.89622
manga-9510-6101,127.853233749,27.5800054391,3.302,0.286,0.64,3.30946E9,9.519757136327906,0.194805,0.890808,26.11738,8.54517555236816,-1.03233826160431,-0.199804859443523,-0.243867265486339,0.506454443798891,15.20284
manga-9510-6102,126.646908042,28.2374723675,3.704,0.112,0.44,3.1569E10,10.499260825118053,0.206809,6.0,12.398714,9.08420467376709,-0.455790400505066,0.121494312149752,0.00492254894628796,0.413111342824689,15.53289
manga-9510-6103,127.511819926,29.2831296116,3.011,0.081,0.43,1.4404E10,10.158483112699248,0.919735,2.17691,19.730932,8.44272994995117,-0.507092595100403,0.815445959425565,0.380078684239662,0.644129304044388,15.1686
manga-9510-6104,127.20001511,29.5143273716,3.664,0.068,0.12,7.30392E10,10.863556007715067,0.911388,3.81672,12.6267185,9.44760227203369,-0.199387073516846,-0.656308116830666,-0.248315858390072,0.111107247198155,15.51575
manga-9510-9101,126.784081042,27.8104519653,2.834,0.378,0.63,3.31673E9,9.520710119007342,0.402262,1.12832,13.679976,8.7698974609375,-0.295623362064362,-0.0854378695313829,-0.448290477743246,0.730563230534083,15.45297
manga-9510-9102,127.202157103,28.9205030761,2.458,0.105,0.0,9.01826E9,9.9551227520326,0.910985,0.823472,12.699185,8.90948867797852,-0.267976522445679,-0.119414850431458,-0.0150888271477284,0.757998726563655,15.21022
manga-9511-12701,129.52285438,4.32838631867,4.137,0.228,0.09,7.11522E10,10.852188332854443,0.3615,5.90403,22.89637,9.09843635559082,-0.316212028264999,-0.00142934906458243,0.0235961424122145,0.412767817079808,14.68101
manga-9511-12702,130.042707586,4.28198408624,2.756,0.113,0.02,2.24855E10,10.351902549223357,0.710175,1.68104,11.456174,8.88662052154541,-0.170049399137497,0.464023002860607,0.00575265118318195,0.341944945479411,15.71942
manga-9511-12703,129.109595305,4.65403617846,3.445,0.415,0.74,7.0818E9,9.85014365750782,0.643638,3.40592,51.90047,8.58717250823975,-0.283750176429749,0.228041217429223,-0.425646255095797,0.583097020215045,15.33039
manga-9511-12704,129.312117485,4.69587606312,3.989,0.116,0.11,6.95649E10,10.842390165165238,0.843297,6.0,18.84798,8.81400680541992,-0.318453699350357,0.501198537806951,0.315813322123836,0.321177634312395,14.59957
manga-9511-12705,130.143392855,2.61135348928,4.241,0.115,-0.06,1.36972E11,11.136631797168702,0.977164,4.28292,31.658432,9.65121078491211,-0.0244858227670193,-0.524937467986762,-0.989067327973326,0.0662894886983858,13.82599
manga-9511-1901,128.911633931,4.7570600323,3.094,0.077,0.11,3.89316E9,9.590302252597999,0.744112,3.12937,9.323244,9.43615341186523,-0.0466617941856384,-1.16660587860313,-1.37869960164769,0.144645065960194,14.69701
manga-9511-1902,128.514748217,3.27310442826,3.106,0.065,0.19,1.17526E10,10.070133955181577,0.380216,4.4743,5.593759,9.51197814941406,-0.117558807134628,-1.06690026909716,-3.12500587088626,0.267206115991044,15.27927
manga-9511-3701,129.128546526,4.03766396821,3.707,0.03,-0.05,3.163E10,10.500099191915723,0.775066,4.26831,17.901798,9.64974403381348,0.0158167257905006,-1.78106694833174,-0.920925558047344,0.268119638836868,14.12173
manga-9511-3702,128.596620561,3.7601362183,3.809,0.202,0.11,6.78207E10,10.831362267962982,0.943951,5.16586,17.901798,9.62325572967529,-0.186797723174095,-0.661197608135672,-1.4638856729008,0.0734230512382367,15.75162
manga-9511-3703,129.594027062,4.35598532173,3.457,0.095,0.18,5.86873E10,10.768544129583871,0.582519,4.07356,9.376751,9.5935525894165,-0.165223196148872,-0.410922729580924,-1.62320961797652,0.276269457644057,14.58992
manga-9511-3704,129.913366045,3.82854760801,3.225,0.177,0.12,5.40432E9,9.732741056508331,0.439287,3.12719,6.9235525,8.88907814025879,-0.471774458885193,0.155140833618633,0.501320520255095,0.244423619813003,15.18045
manga-9511-6101,130.148663347,2.4770384895,3.742,0.252,0.45,2.2067E10,10.343743295010094,0.639665,5.84065,10.8189745,9.15585422515869,-0.374364763498306,-0.266615947558908,-0.435600970769587,0.283679308530311,15.79046
manga-9511-6102,129.240751682,3.70745617569,3.089,0.075,0.06,9.40696E9,9.973449297334575,0.15,1.48718,6.9177375,9.09802913665771,-0.464667648077011,-1.2905040641262,-1.37785189435337,0.39003186851136,15.08379
manga-9511-6103,129.781931769,4.56732012216,3.428,0.258,0.36,4.4844E10,10.651704343897263,0.5244,2.89619,17.402452,8.6724967956543,-0.262791454792023,1.13247876578155,0.969169134682267,0.173955716880837,14.51122
manga-9511-6104,129.362363348,3.95569024062,2.886,0.089,0.12,1.33469E10,10.125380406582122,0.853882,5.51876,4.9743934,8.96485042572021,-0.373355835676193,0.0509710276400772,-0.566634272402283,0.171986302508522,16.32635
manga-9511-9101,130.364273254,3.03968458783,3.462,0.142,0.28,6.73086E10,10.828070557447285,0.448738,2.9638,9.986246,8.94396877288818,-0.0783958211541176,0.656677665559497,0.110994292153633,0.384309681482049,15.4826
manga-9511-9102,129.912560112,2.57409533873,4.572,0.163,0.22,2.44033E11,11.387448558915931,0.844753,6.0,24.664717,9.50704574584961,-0.326170176267624,-0.222068927638884,-2.48061970606027,0.133500216562021,15.36434
manga-9512-12701,138.068277714,0.932291576054,2.751,0.128,0.16,1.9272266E10,10.284932781258394,0.30268863,0.66564125,11.9490185,8.6909236907959,-0.519211292266846,0.993674428723008,0.543006774971893,0.582748180833468,15.67287
manga-9512-12702,139.74081873,1.14891710836,4.231,0.04,-0.45,9.195E10,10.963551733574096,0.784611,6.0,16.057394,9.3781099319458,-0.124625518918037,0.0739214463315474,-2.21999466028713,0.103614361907434,15.66066
manga-9512-12703,140.009042427,1.03830336226,4.249,0.287,1.14,7.30771E10,10.863781304430537,0.68704,4.74066,61.29034,9.78166007995605,-0.0346263907849789,-1.59126323468505,-1.88524656214968,0.0644051668084318,12.44066
manga-9512-12704,139.995344971,0.961271468471,3.1,0.28,0.03,1.83858E9,9.26448253156831,0.572535,1.38364,37.028473,8.41205406188965,-0.582100391387939,-0.38929420087023,-0.448969717997682,0.450549473947194,15.63402
manga-9512-12705,140.192444114,0.604565983515,2.561,0.199,0.42,1.13338E9,9.05437554466839,0.71488,1.0859,14.157853,8.44367504119873,-0.440630704164505,-0.318465090053273,-0.622451388015898,0.522748186139224,16.2724
manga-9512-1901,138.017963726,0.421797930147,3.454,0.078,0.17,2.6008777E10,10.415119931025592,0.54937273,6.0,9.217144,9.65962791442871,-0.128556653857231,-0.916852641549368,-2.13607502621043,0.267045528621512,15.75516
manga-9512-1902,139.641419591,1.34374859847,2.95,0.124,0.17,3.47469E9,9.540916064380843,0.514162,1.22187,9.704307,8.94003295898438,-0.295987635850906,-0.362647058659129,-0.504351787588959,0.523398241271882,15.89993
manga-9512-3701,138.061748008,0.311786433012,3.465,0.024,0.0,3.0564514E10,10.485217494554188,0.7482582,5.358091,14.239108,9.45466613769531,-0.459670782089233,-0.554797769696104,-2.30833462608231,0.0997265959798299,15.59818
manga-9512-3702,137.828824317,2.01902291158,3.68,0.096,0.16,2.9899676E10,10.475666482231636,0.38228902,4.5725055,9.760001,9.29794979095459,-0.332502156496048,0.370761166033859,-1.38946399516825,0.415037634868353,15.63661
manga-9512-3703,140.292939675,1.47274088487,3.703,0.055,0.14,6.73902E9,9.828596745268683,0.755953,6.0,12.200521,9.51952075958252,-0.323137074708939,-1.7592769163742,-1.64151229292209,0.221898020588737,14.90663
manga-9512-3704,138.151260682,0.309491009543,3.01,0.095,0.06,2.7538954E10,10.439947440617521,0.6789328,2.9590874,11.924413,8.95336532592773,-0.284728348255157,0.33175443699637,0.209901653314228,0.346572281765069,15.40152
manga-9512-6101,138.890577861,0.317310359999,3.569,0.068,0.09,5.27761E10,10.72243729397309,0.738573,3.7185,11.275079,9.45370864868164,-0.130565330386162,-0.456612202703066,-0.685005655025049,0.166641288666233,15.47773
manga-9512-6102,139.357446976,1.28834321419,3.586,0.063,0.08,3.36357E10,10.52680047031149,0.706025,4.0559,11.19691,9.43578147888184,-0.166960522532463,-0.555957201661448,-1.20629347296932,0.198513894367243,15.51927
manga-9512-6103,139.925621433,1.32580919267,2.521,0.074,-0.02,1.10893E9,9.044904132647613,0.403786,0.622857,10.092212,8.89421939849854,-0.30043762922287,-1.62910027463973,-1.82638555757466,0.329474897134254,16.28641
manga-9512-6104,140.065052015,1.28884026262,3.906,0.094,0.04,6.97861E9,9.84376892843329,0.822327,6.0,18.10787,9.59394836425781,-0.320040732622147,-2.55608486986517,-4.54989673450721,0.258065570509324,14.9667
manga-9512-9101,139.20845782,0.572708373011,3.273,0.167,0.54,1.21492E10,10.084547681471431,0.26651,1.5239,15.722415,8.74228000640869,-0.305115938186646,0.524947552363374,0.193451142681859,0.51973092029386,14.98409
manga-9512-9102,140.138730952,0.721057981925,2.693,0.073,-0.84,1.17705E9,9.070794911664912,0.976762,1.33484,18.421434,8.67619323730469,-0.582663595676422,-0.944915292707172,-1.71677110149814,0.687129802069146,16.51771
manga-9513-12701,29.6446685788,12.4511635795,2.785,0.214,0.36,8.73347E8,8.941186832758266,0.862619,1.18061,24.80627,8.08091259002686,-1.1356600522995,-0.271276859077546,-0.833277630105066,0.623919824637951,15.89745
manga-9513-12702,29.0634608466,13.1658441664,2.666,0.021,-0.02,1.74092E10,10.240778814565452,0.510168,0.954411,22.765715,9.08115673065186,-0.119272992014885,-0.0459636233056623,-0.192243008082245,0.435325463887813,14.46038
manga-9513-12703,29.176047423,14.5954244733,3.272,0.048,0.01,1.90996E11,11.281024271980092,0.843197,6.0,115.63147,9.48453998565674,-0.421447098255157,-0.475281514678328,-2.99224033484843,0.0983505988632093,14.69404
manga-9513-12704,29.7560394203,13.22457624,2.67,0.136,-0.02,5.44922E9,9.736334341920863,0.677822,1.11576,12.483024,8.31908130645752,-0.541213512420654,0.0872300958806349,-0.0486407148020159,0.732677417551533,16.41361
manga-9513-12705,30.7014177363,12.5948020613,2.986,0.347,0.39,1.19872E10,10.078717751359125,0.504971,1.27494,11.699411,8.56317710876465,-0.407971441745758,0.570111975456774,0.318452287332968,0.433287783997157,16.36883
manga-9513-1901,28.5604969844,13.6786922597,3.137,0.051,0.15,7.90474E9,9.897887589837831,0.597387,3.45012,7.1654105,9.53250026702881,-0.186486691236496,-1.11715467708587,-1.45306873187896,0.167866840737013,14.9956
manga-9513-1902,30.7081937163,14.5206085491,3.082,0.188,0.18,1.70124E9,9.230765585407521,0.459473,2.80803,7.897543,8.48790454864502,-0.675330281257629,0.336417046512344,0.169281240584783,0.713179232213482,15.81706
manga-9513-3701,29.2729273938,14.715587862,2.959,0.051,0.0,2.10272E9,9.32278144551042,0.549707,1.85304,6.6556354,8.9012508392334,-0.215077444911003,-0.587969913585751,-1.44584833952532,0.416856788060874,16.79993
manga-9513-3702,29.3040575892,14.7354740934,3.976,0.071,0.07,2.14531E10,10.33149005715558,0.968256,6.0,15.382508,9.66304397583008,-0.234797790646553,-1.91269794000893,-1.0532815008918,0.130846519959472,14.54224
manga-9513-3703,31.3456927493,14.156854678,2.7,0.135,0.21,7.9664E10,10.901262108931384,0.698287,2.16694,13.070651,9.17904090881348,-0.157874524593353,-0.0907068843571657,0.277611321092596,0.456117342991118,15.37502
manga-9513-3704,30.2055318822,12.9564797637,2.932,0.026,0.18,1.47151E10,10.167763217798226,0.530041,3.64994,5.1902356,9.07887840270996,-0.20549401640892,-0.421863428735143,-1.95879552983366,0.280822494992752,15.93394
manga-9513-6101,28.74757,13.46772,3.064,0.246,0.44,2.4547E9,9.389998422607333,0.51094,1.04015,22.123537,8.60665130615234,-0.917525708675385,-0.490464422937949,-0.643387717306572,0.629151361573958,15.60811
manga-9513-6102,29.984666938,12.4595705879,2.615,0.274,0.25,1.34774E9,9.129606118121945,0.913389,0.893764,7.2950654,8.14766883850098,-0.784218847751617,-0.395676972983776,-0.185362206338008,0.696179128873632,17.27426
manga-9513-6103,29.567641238,14.2966260171,4.218,0.083,0.05,3.75807E10,10.57496486526174,0.651421,6.0,21.864498,9.72780990600586,-0.120575852692127,-1.16240156543232,-1.53946048068362,0.279559905679371,14.0
manga-9513-6104,29.2657458796,13.1670587264,3.767,0.037,0.06,3.55593E10,10.550953203110057,0.523137,5.412,17.1007,9.74834728240967,-0.254752427339554,-1.24325684802825,-1.0879848863146,0.313244595173862,14.51845
